OID_,Traffic_Station_Locations_OBJECTID,Traffic_Station_Locations_Signing,Traffic_Station_Locations_DOT_ID,Traffic_Station_Locations_CO,Traffic_Station_Locations_FG,Traffic_Station_Locations_Sample_ID,Traffic_Station_Locations_Bridge_ID,Traffic_Station_Locations_RR_Xing,Traffic_Station_Locations_NHS,Traffic_Station_Locations_Speed,Traffic_Station_Locations_Oneway,Traffic_Station_Locations_OLAP_Hier,Traffic_Station_Locations_Lanes,Traffic_Station_Locations_RC_STATION,Traffic_Station_Locations_RG,Traffic_Station_Locations_REGION_COD,Traffic_Station_Locations_COUNTY_COD,Traffic_Station_Locations_COU,Traffic_Station_Locations_CCST,Traffic_Station_Locations_GIS_ID,Traffic_Station_Locations_LOC_ERROR,Traffic_Station_Locations_RCSTA1,Traffic_Station_Locations_RC_Code,Traffic_Station_Locations_FIPS,Traffic_Station_Locations_Station_T1,Traffic_Station_Locations_GeoCode_T,Traffic_Station_Locations_Juris_T,Traffic_Station_Locations_GlobalID,Traffic_Station_Locations_Retired,Traffic_Station_Locations_R_Year,Traffic_Station_Locations_R_Notes,Traffic_Station_Locations_Shape_STLe,AADT_Stats_2023_Table_Description,AADT_Stats_2023_Table_County,AADT_Stats_2023_Table_Route,AADT_Stats_2023_Table_From_Milepoint,AADT_Stats_2023_Table_To_Milepoint,AADT_Stats_2023_Table_Functional_Class,AADT_Stats_2023_Table_Latitude,AADT_Stats_2023_Table_Longitude,AADT_Stats_2023_Table_Year,AADT_Stats_2023_Table_Stat_Type,AADT_Stats_2023_Table_AADT,AADT_Stats_2023_Table_AAWDT,AADT_Stats_2023_Table_Single_Unit_Truck_AADT,AADT_Stats_2023_Table_Combo_Unit_Truck_AADT,AADT_Stats_2023_Table_K_Factor,AADT_Stats_2023_Table_D_Factor,AADT_Stats_2023_Table_Station_Type,Shape_Length
6734,7179, ,256606,1,30, , , , ,25,Y, ,2:0||||,04_4071,11,0,4,61, ,256606011,PARTIAL MATCH FOR THE TO-MEASURE,044071,04,061,4071,2034,04,{62571562-55B1-4EE2-BA67-6F0CC9DB952C}, ,0, ,76.058724703999999,DUANE ST SPUR from DUANE ST to HUDSON ST,New york,DUANE ST SPUR,0,0.05,Urban:Minor Arterial,40.717334000000001,-74.009434999999996,2023,Actual,420,,25,2,0.080000000000000,1,Short Term,76.058724705366288
6735,7073, ,274872,1,30, , , ,Y,0,Y, ,1:0|2:0|||,04_3069,11,0,4,61, ,274872011,PARTIAL MATCH FOR THE TO-MEASURE,043069,04,061,3069,2034,01,{E0B4C093-2059-4ED2-8A91-1B7CD6341F27}, ,0, ,526.926015112999949,907V EXIT 11a A from 907V NB (OFF) to 907V SB (ON),New york,907V EXIT 11A A,0,0.33,Urban:Principal Arterial - Freeways & Expressways,40.797961000000001,-73.975819000000001,2023,Estimated,5486,,128,20,0.070000000000000,1,Short Term,526.926015114317920
6736,7035, ,276690,1,30, , , ,Y,0,Y, ,2:0|3:0|||,04_3024,11,0,4,61, ,276690011,NO ERROR,043024,04,061,3024,2034,32,{7F1059BF-E686-4151-97E7-592211F431D6}, ,0, ,290.752074814000025,Beg I495 at 2nd from I495 WB (OFF) to E 35TH ST,New york,BEG I495 AT 2ND,0,0.18,Urban:Principal Arterial - Interstate,40.746668000000000,-73.975239000000002,2023,,,,,,,,Short Term,290.752074813366391
6737,7146, ,256564,1,30, , , , ,25,Y, ,1:0||||,04_4041,11,0,4,61, ,256564011,NO ERROR,044041,04,061,4041,2034,04,{B3CC6BF5-7817-469B-95B5-76A1DB651EF5}, ,0, ,64.373935820100002,CARLISLE ST from WEST ST to WASHINGTON ST,New york,CARLISLE ST,0,0.05,Urban:Minor Arterial,40.709238999999997,-74.014432999999997,2023,Estimated,1775,,71,0,0.090000000000000,1,Short Term,64.373954599189915
6738,7034, ,276689,1,30, , , ,Y,0,Y, ,2:0|4:0|||,04_3023,11,0,4,61, ,276689011,PARTIAL MATCH FOR THE TO-MEASURE,043023,04,061,3023,2034,32,{8DAFC93B-8ACC-41AA-9A67-A1ABA65009D1}, ,0, ,200.389718377999998,Beg I495 at 2nd from I495 WB (OFF) to E 37TH ST,New york,BEG I495 AT 2ND,0,0.12,Urban:Principal Arterial - Interstate,40.746751000000003,-73.975255000000004,2023,,,,,,,,Short Term,200.389718377474679
6739,7113, ,256789,1,30, , , , ,25, , ,2:2||||,04_4010,11,0,4,61, ,256789011,NO ERROR,044010,04,061,4010,2034,04,{AB193456-DCAB-42BA-BAFD-E7E16031997F}, ,0, ,884.271902563000026,PARK AVE SOUTH from E 23RD ST to E 34TH ST,New york,PARK AVE SOUTH,0.28,0.83,Urban:Minor Arterial,40.743690000000001,-73.983549999999994,2023,Estimated,24577,,639,5,0.060000000000000,0.52,Short Term,884.271893198169323
6740,7033, ,273969,1,30, , , ,Y,0,Y, ,1:0|2:0|||,04_3021,11,0,4,61, ,273969011,NO ERROR,043021,04,061,3021,2034,32,{241C03AF-305E-405C-96E0-6EBFD7F094F7}, ,0, ,258.518269578000002,I478 at NY9A from WEST ST NB (OFF) to I-478 SB (ON)BRKLYN BTRY TNL,New york,I478 AT NY9A,0,0.16,Urban:Principal Arterial - Interstate,40.707036000000002,-74.014938999999998,2023,,,,,,,,Short Term,258.518269580016010
6741,7118, ,256523,1,30, , , ,Y,25,Y, ,2:0|3:0|5:0||,04_4015,11,0,4,61, ,256523011,PARTIAL MATCH FOR THE TO-MEASURE,044015,04,061,4015,2034,04,{E806BC6D-8BEA-458F-B69D-60912CDACA52}, ,0, ,253.675122092000009,3RD AVE from E 125TH ST to E 128TH ST,New york,3RD AVE,6.04,6.2,Urban:Principal Arterial - Other,40.804490000000001,-73.935400000000001,2023,Estimated,4839,,367,4,0.070000000000000,1,Short Term,253.675146526820413
6742,7032, ,273968,1,30, , , ,Y,0,Y, ,1:0|2:0|||,04_3020,11,0,4,61, ,273968011,PARTIAL MATCH FOR THE TO-MEASURE,043020,04,061,3020,2034,32,{2E54518C-D0A7-4B3D-A930-75236FC4C00D}, ,0, ,92.457817483800000,I478 at NY9A from NY9A SB (OFF) to I-478 SB (ON)BRKLYN BTRY TNL,New york,I478 AT NY9A,0,0.06,Urban:Principal Arterial - Interstate,40.707332999999998,-74.015570999999994,2023,,,,,,,,Short Term,92.457817484437598
6743,7085, ,274877,1,30, , , ,Y,0,Y, ,1:0||||,04_3083,11,0,4,61, ,274877011,PARTIAL MATCH FOR THE TO-MEASURE,043083,04,061,3083,2034,01,{61AAA64B-B63E-4264-B9BA-E558008381BC}, ,0, ,383.018437445000018,907V  Exit 14 & from RIVERSIDE DR(OFF) to 907V NB(ON),New york,907V  EXIT 14 &,0,0.24,Urban:Principal Arterial - Freeways & Expressways,40.848360999999997,-73.943399999999997,2023,Estimated,7556,,479,306,0.100000000000000,1,Short Term,383.018437445856364
6744,7031, ,273966,1,30, , , ,Y,0,Y, ,1:0|2:0|||,04_3017,11,0,4,61, ,273966011,NO ERROR,043017,04,061,3017,2034,32,{0592A5EC-B7F7-4493-8C4A-5B43D026CAF5}, ,0, ,257.636177888000020,I478 at NY9A from NY9A SB (OFF) to I-478 SB (ON),New york,I478 AT NY9A,0,0.32,Urban:Principal Arterial - Interstate,40.706270000000004,-74.014930000000007,2023,,,,,,,,Short Term,257.636177887889630
6745,7030, ,273965,1,30, ,2267380, ,Y,0,Y, ,2:0||||,04_3016,11,0,4,61, ,273965011,PARTIAL MATCH FOR THE TO-MEASURE,043016,04,061,3016,2034,32,{D8FBBA5B-DB81-48E5-B4D9-35EC733782DB}, ,0, ,141.448538245000009,I478 at NY9A from I-478 NB (OFF) to GREENWICH/EDGAR ST,New york,I478 AT NY9A,0,0.09,Urban:Principal Arterial - Interstate,40.706541000000001,-74.014324999999999,2023,,,,,,,,Short Term,141.448538246135570
6746,7174, ,256601,1,30, , , , ,25,Y, ,1:0|2:0|3:0||,04_4066,11,0,4,61, ,256601011,PARTIAL MATCH FOR THE TO-MEASURE,044066,04,061,4066,2034,04,{C73DA9ED-D604-47B4-9DA2-316ACC22ED79}, ,0, ,543.049743736999972,DIVISION ST from Ludlow St to BOWERY,New york,DIVISION ST,0,0.34,Urban:Minor Arterial,40.714466000000002,-73.991590000000002,2023,Estimated,1491,,85,11,0.070000000000000,1,Short Term,543.049743737931863
6747,7072, ,274869,1,30, , , ,Y,0,Y, ,2:0||||,04_3068,11,0,4,61, ,274869011,PARTIAL MATCH FOR THE TO-MEASURE,043068,04,061,3068,2034,01,{566D8FC2-C16A-4CEC-A286-78B778BA105E}, ,0, ,592.094131994999998,907V EXIT 11a A from 907V SB (OFF) to RIVERSIDE DR,New york,907V EXIT 11A A,0,0.37,Urban:Principal Arterial - Freeways & Expressways,40.795541999999998,-73.977530000000002,2023,Estimated,10514,,245,38,0.080000000000000,1,Short Term,592.094131996820806
6748,7029, ,274995,1,30, , , ,Y,0,Y, ,2:0|3:0|||,04_3014,11,0,4,61, ,274995011,NO ERROR,043014,04,061,3014,2034,32,{2A9C3978-46C9-4D3B-B0FC-B8A0B8EDEC9D}, ,0, ,192.139270686999993,I278 at 900G from MRG RMP FRM RANDALL IS PK RD to MRG RMP TO I-278 NB (ON),New york,I278 AT 900G,0,0.12,Urban:Principal Arterial - Interstate,40.795720000000003,-73.921300000000002,2023,Estimated,1615,,103,65,0.130000000000000,1,Short Term,192.139270687615124
6749,7141, ,304670,1,30, , , , ,25,Y, ,1:0||||,04_4036,11,0,4,61, ,304670011,NO ERROR,044036,04,061,4036,2034,04,{4AFACEA1-6D14-4481-A6DF-563C65D2F021}, ,0, ,305.653516965999984,BEEKMAN ST from Gold St to PARK ROW,New york,BEEKMAN ST,0,0.19,Urban:Minor Arterial,40.710762000000003,-74.006039999999999,2023,Actual,3615,,218,16,0.070000000000000,1,Short Term,305.653516966766631
6750,7028, ,273802,1,30, , , ,Y,0,Y, ,1:0|2:0|||,04_3013,11,0,4,61, ,273802011,NO ERROR,043013,04,061,3013,2034,32,{4AA887C3-4AFC-4FFC-9099-C208D84EC6C9}, ,0, ,257.495534888999998,I278 at 900G from RT900G TRIBOROUGH BR (OFF) to MRG RMP TO I-278 NB (ON),New york,I278 AT 900G,0,0.16,Urban:Principal Arterial - Interstate,40.796990000000001,-73.921620000000004,2023,Estimated,9179,,581,371,0.080000000000000,1,Short Term,257.495481818052156
6751,7108, ,256677,1,30, , , , ,25, , ,3:0||||,04_4003,11,0,4,61, ,256677011,PARTIAL MATCH FOR THE TO-MEASURE,044003,04,061,4003,2034,04,{BF4C3B15-616F-4CD8-8733-5054B89AEBEB}, ,0, ,130.232915047999995,GRAND ARMY PLAZ from FIFTH AVE to CENTRAL PK S,New york,GRAND ARMY PLAZ,0,0.08,Urban:Minor Arterial,40.765084000000002,-73.972935000000007,2023,Actual,10115,,403,9,0.070000000000000,1,Short Term,130.232915257067873
6752,7027, ,277572,1,30, , , ,Y,0,Y, ,2:0||||,04_3012,11,0,4,61, ,277572011,PARTIAL MATCH FOR THE TO-MEASURE,043012,04,061,3012,2034,32,{0D4B6A0B-A0EA-4028-85AA-47C48765322B}, ,0, ,106.767131848999995,I78 Exit 1 from VARICK ST @ BROOME ST to MRG RMPS TO I-78 (ON),New york,I78 EXIT 1,0,0.07,Urban:Principal Arterial - Freeways & Expressways,40.724260999999998,-74.006676999999996,2023,Estimated,9245,,586,374,0.070000000000000,1,Short Term,106.767131847570553
6753,7026, ,277571,1,30, , , ,Y,0,Y, ,2:0||||,04_3011,11,0,4,61, ,277571011,PARTIAL MATCH FOR THE TO-MEASURE,043011,04,061,3011,2034,32,{140D8C8F-1376-4873-9867-B2593BD75D46}, ,0, ,120.380924272000001,I78 Exit 1 from VARICK ST @ WATTS ST to MRG RMPS TO I-78 (ON),New york,I78 EXIT 1,0,0.07,Urban:Principal Arterial - Freeways & Expressways,40.724105000000002,-74.006716999999995,2023,Estimated,14439,,915,584,0.060000000000000,1,Short Term,120.380924271186927
6754,7025, ,276701,1,30, , , ,Y,0,Y, ,3:0||||,04_3010,11,0,4,61, ,276701011,NO ERROR,043010,04,061,3010,2034,32,{CE408E01-67D9-4620-9833-4DFC94F5EAA3}, ,0, ,112.654300519000003,I78 Exit 1 from CANAL ST to MRG RMPS TO I-78 (ON),New york,I78 EXIT 1,0,0.07,Urban:Principal Arterial - Interstate,40.723776000000001,-74.007633999999996,2023,Estimated,11973,,279,43,0.050000000000000,1,Short Term,112.654350336231005
6755,7164, ,308456,1,30, , , , ,25,Y, ,1:0||||,04_4372,11,0,4,61, ,308456011,NO ERROR,044372,04,061,4372,2034,04,{D683CFF1-0950-475F-8D4F-6864897A421F}, ,0, ,231.770674090000000,CHERRY ST from FDR DR to JACKSON ST,New york,CHERRY ST,0,0.14,Urban:Major Collector,40.712302999999999,-73.979391000000007,2023,Actual,1190,,227,1,0.120000000000000,1,Short Term,231.770674088187548
6756,7024, ,277570,1,30, , , ,Y,0,Y, ,2:0||||,04_3009,11,0,4,61, ,277570011,NO ERROR,043009,04,061,3009,2034,32,{834FD161-FA3C-415F-A808-36AFE44733E3}, ,0, ,96.560834136699995,I78 Exit 1 from CANAL ST @ HUDSON ST to MRG RMPS TO I-78 (ON),New york,I78 EXIT 1,0,0.06,Urban:Principal Arterial - Freeways & Expressways,40.724038000000000,-74.007602000000006,2023,Estimated,11123,,705,450,0.070000000000000,1,Short Term,96.560871093146048
6757,7080, ,273781,1,30, , , ,Y,0,Y, ,1:0||||,04_3078,11,0,4,61, ,273781011,PARTIAL MATCH FOR THE TO-MEASURE,043078,04,061,3078,2034,01,{99034417-1869-4D59-8CCD-62CD29E6AD5E}, ,0, ,236.242636922000003,907V  Exit 13 a from 907V NB (OFF) to FRONTAGE RD,New york,907V  EXIT 13 A,0,0.15,Urban:Principal Arterial - Freeways & Expressways,40.834383000000003,-73.949562999999998,2023,Estimated,3921,,91,14,0.060000000000000,1,Short Term,236.242636920767296
6758,7023, ,276700,1,30, , , ,Y,0,Y, ,2:0||||,04_3008,11,0,4,61, ,276700011,PARTIAL MATCH FOR THE TO-MEASURE,043008,04,061,3008,2034,32,{56CAB8EF-6F8F-4641-B3A6-F3BDE5F370AF}, ,0, ,107.234442869999995,I78 Exit 1 from VANICK ST (2ND EXIT) to AVE OF THE AMERICAS,New york,I78 EXIT 1,0.25,0.32,Urban:Principal Arterial - Interstate,40.721798000000000,-74.005981000000006,2023,Estimated,9069,,211,33,0.070000000000000,1,Short Term,107.234467466085846
6759,7022, ,276700,1,30, , , ,Y,0,Y, ,3:0||||,04_3007,11,0,4,61, ,276700011,NO ERROR,043007,04,061,3007,2034,32,{8EFE2AB1-E9FA-464A-811D-23FB5E3A69DF}, ,0, ,402.336835663999977,I78 Exit 1 from DVG RMP FRM I-78 (OFF) to VANICK ST (2ND EXIT),New york,I78 EXIT 1,0,0.25,Urban:Principal Arterial - Interstate,40.721313000000002,-74.006844000000001,2023,Estimated,11281,,263,41,0.070000000000000,1,Short Term,402.336811069130306
6760,7071, ,274868,1,30, , , ,Y,0,Y, ,1:0||||,04_3067,11,0,4,61, ,274868011,PARTIAL MATCH FOR THE TO-MEASURE,043067,04,061,3067,2034,01,{677DC0BA-D2C7-4C76-81CE-815B41FF8BC1}, ,0, ,141.880628406000000,907V EXIT 10 AT from 907V NB (OFF) to W 79TH ST WB (ON),New york,907V EXIT 10 AT,0,0.09,Urban:Principal Arterial - Freeways & Expressways,40.785950999999997,-73.983136000000002,2023,Estimated,178,,4,1,0.120000000000000,1,Short Term,141.880628404249677
6761,7021, ,277569,1,30, , , ,Y,0,Y, ,1:0|2:0|||,04_3006,11,0,4,61, ,277569011,PARTIAL MATCH FOR THE TO-MEASURE,043006,04,061,3006,2034,32,{A69C00CB-B76F-4768-92AB-B5B5B4AD335F}, ,0, ,107.379636834999999,I78 Exit 1 from DVG RMP FRM I-78 (OFF) to VANICK ST (1ST EXIT),New york,I78 EXIT 1,0,0.07,Urban:Principal Arterial - Freeways & Expressways,40.721102999999999,-74.006860000000003,2023,Estimated,6245,,396,253,0.080000000000000,1,Short Term,107.379636836165872
6762,7136, ,256548,1,30, , , , ,0,Y, ,2:0||||,04_4031,11,0,4,61, ,256548011,NO ERROR,044031,04,061,4031,2034,04,{5EFAF39B-7C6F-4139-AC54-44831182EADE}, ,0, ,160.934686956000007,BAXTER ST from BAYARD ST to CANAL ST,New york,BAXTER ST,0.07,0.18,Urban:Local,40.716355999999998,-74.000054000000006,2023,Estimated,2827,,121,11,0.070000000000000,1,Short Term,160.934698642078729
6763,7020, ,277568,1,30, , , ,Y,0,Y, ,2:0||||,04_3005,11,0,4,61, ,277568011,NO ERROR,043005,04,061,3005,2034,32,{163DC72B-62F1-4987-8C4E-D190940CE9A7}, ,0, ,96.560826880500002,I78 Exit 1 from DVG RMP FRM I-78 (OFF) to BEACH ST,New york,I78 EXIT 1,0,0.06,Urban:Principal Arterial - Freeways & Expressways,40.720638000000001,-74.007339000000002,2023,Estimated,15008,,951,607,0.070000000000000,1,Short Term,96.560865904564338
6764,7103, ,274039,1,30, , , ,Y,0,Y, ,2:0||||,04_3904,11,0,4,61, ,274039011,PARTIAL MATCH FOR THE TO-MEASURE,043904,04,061,3904,2034,01,{52F3D8A3-0399-43C4-88AB-B0514B0558A6}, ,0, ,158.132276085999990,I95 Exit 2 from MRG RMPS FRM GWB&907P HRD to I-95 SB (ON),New york,I95 EXIT 2,0.58,0.68,Urban:Principal Arterial - Interstate,40.846915000000003,-73.932653000000002,2023,Estimated,36324,,2302,1469,0.070000000000000,1,Short Term,158.132289969670580
6765,7019, ,277567,1,30, , , ,Y,0,Y, ,1:0|2:0|||,04_3004,11,0,4,61, ,277567011,PARTIAL MATCH FOR THE TO-MEASURE,043004,04,061,3004,2034,32,{4F59587F-5C3F-4934-A208-4158DCA1B1E1}, ,0, ,142.215418088999996,I78 Exit 1 from DVG RMP FRM I-78 (OFF) to HUDSON ST (2nd Exit),New york,I78 EXIT 1,0,0.09,Urban:Principal Arterial - Freeways & Expressways,40.720787000000001,-74.008067999999994,2023,Estimated,7668,,486,310,0.070000000000000,1,Short Term,142.215418089067384
6766,7018, ,277566,1,30, , , ,Y,0,Y, ,1:0|2:0|||,04_3003,11,0,4,61, ,277566011,PARTIAL MATCH FOR THE TO-MEASURE,043003,04,061,3003,2034,32,{4A4F07DD-B1F0-4A59-BB99-E4BDDD545820}, ,0, ,174.398437766999990,I78 Exit 1 from I-78 (OFF) to HUDSON ST (1ST Exit),New york,I78 EXIT 1,0,0.11,Urban:Principal Arterial - Interstate,40.721716000000001,-74.007396999999997,2023,Estimated,8783,,557,355,0.060000000000000,1,Short Term,174.398437769644573
6767,7017, ,275052,1,30, , , ,Y,0,Y, ,1:0||||,04_3002,11,0,4,61, ,275052011,NO ERROR,043002,04,061,3002,2034,01,{8CB06AEC-0810-47C2-8026-E6A1EA241457}, ,0, ,314.879817485999979,I95 Exit 2 from WASHINGTON BRDG WB to MRG RMP FRM AMSTERDAM AVE,New york,I95 EXIT 2,0,0.2,Urban:Principal Arterial - Interstate,40.847298000000002,-73.930681000000007,2023,Estimated,7412,,470,300,0.070000000000000,1,Short Term,314.879817484408250
6768,7159, ,256580,1,30, , , , ,25,Y, ,2:0||||,04_4054,11,0,4,61, ,256580011,NO ERROR,044054,04,061,4054,2034,04,{737A0411-9E7E-46DD-920B-66B1F1C9C109}, ,0, ,964.504177547000040,CENTRL PK W DR from W 100TH ST to F DOUGLAS B SP,New york,CENTRL PK W DR,2.18,2.78,Urban:Minor Arterial,40.795983000000000,-73.957068000000007,2023,Actual,146,,18,0,0.140000000000000,1,Short Term,964.504170458952103
6769,7016, ,276572,1,30, , , ,Y,0,Y, ,2:0||||,04_3001,11,0,4,61, ,276572011,PARTIAL MATCH FOR THE TO-MEASURE,043001,04,061,3001,2034,01,{875C2CD4-D6ED-41D0-9A35-2C92AA7BF989}, ,0, ,294.854135516999975,I95 Exit 2 from DVG RMPS AMSTERDAM/GWB to AMSTERDAM AVE,New york,I95 EXIT 2,0.04,0.22,Urban:Principal Arterial - Interstate,40.844495000000002,-73.932705999999996,2023,Estimated,1496,,95,61,0.090000000000000,1,Short Term,294.854124427698821
6770,7126, ,256534,1,30, , , , ,25,Y, ,1:1|2:0|||,04_4023,11,0,4,61, ,256534011,NO ERROR,044023,04,061,4023,2034,04,{B9BA5CCB-88C8-401B-907D-66DA9C738F24}, ,0, ,80.467344455299994,ALBANY ST from WEST ST to WASHINGTON ST,New york,ALBANY ST,0,0.05,Urban:Minor Arterial,40.709609999999998,-74.014208999999994,2023,Actual,2685,,175,1,0.080000000000000,1,Short Term,80.467388038663600
6771,7015, ,275055,1,30, , , ,Y,0,Y, ,1:0||||,04_3000,11,0,4,61, ,275055011,NO ERROR,043000,04,061,3000,2034,01,{4E5312C3-988A-4C99-BEC4-848D20A0749D}, ,0, ,167.667587246000011,I95 Exit 2 from AMSTERDAM AVE to MRG RMP FRM WASHINGTON BRDG,New york,I95 EXIT 2,0,0.1,Urban:Principal Arterial - Interstate,40.847299000000000,-73.930819000000000,2023,Estimated,2336,,55,8,0.090000000000000,1,Short Term,167.667587061430197
6772,7014, ,256621,1,30, , , , ,20,Y, ,1:0||||,04_2202,11,0,4,61, ,256621011,NO ERROR,042202,04,061,2202,2034,04,{B5ABD15D-E3E3-4CA1-8745-C24D9D3A1E6B}, ,0, ,836.860515007000004,E 12TH ST from 1ST AVE to AVENUE C,New york,E 12TH ST,0.55,1.08,Urban:Major Collector,40.728420000000000,-73.979680000000002,2023,Estimated,2115,,96,0,0.070000000000000,1,Short Term,836.860602546506016
6773,7131, ,256539,1,30, , , , ,25, , ,1:1||||,04_4026,11,0,4,61, ,256539011,NO ERROR,044026,04,061,4026,2034,04,{FE092FE3-F153-4DC4-ACCA-C150D5AE6369}, ,0, ,997.795311988999970,AVENUE B from E HOUSTON ST to E 14TH ST,New york,AVENUE B,0,0.62,Urban:Minor Arterial,40.725980999999997,-73.980553000000000,2023,Estimated,4923,,231,4,0.060000000000000,0.62,Short Term,997.795371861455806
6774,7013, ,256817,1,30, , , , ,25, , ,1:1||||,04_2201,11,0,4,61, ,256817011,NO ERROR,042201,04,061,2201,2034,04,{1CC5AEE1-87D4-47FB-A5C5-58D5FBF25A3B}, ,0, ,434.523731428000019,ST NICHOLAS AVE from W 111th St to A C Powell Blvde,New york,ST NICHOLAS AVE,0,0.27,Urban:Minor Arterial,40.800232000000001,-73.952444000000000,2023,Actual,1883,,89,2,0.100000000000000,0.82,Short Term,434.523701684886134
6775,7098, ,274792,1,30, ,224001D, ,Y,0,Y, ,1:0||||,04_3805,11,0,4,61, ,274792011,NO ERROR,043805,04,061,3805,2034,01,{ADE2A5D3-7CBE-4009-B2D1-208AA37C5587}, ,0, ,403.269753071000025,907L Exit 2 at from DIVERGE TO 907L SB&NB to MERGE FROM BROOKLYN BR&PEARL,New york,907L EXIT 2 AT,0.17,0.42,Urban:Principal Arterial - Freeways & Expressways,40.708973999999998,-74.000145000000003,2023,Estimated,31915,,156,0,0.070000000000000,1,Short Term,403.269788641579794
6776,7012, ,256704,1,30, , , , ,0, , ,1:1||||,04_2200,11,0,4,61, ,256704011,NO ERROR,042200,04,061,2200,2034,04,{C6C5707C-BB64-44A4-834C-869F9C1F0B3B}, ,0, ,1689.814539180000111,EDGECOMBE AVE from ST NICHOLAS AVE to W 155TH ST,New york,EDGECOMBE AVE,0,1.05,Urban:Local,40.819920000000003,-73.945769999999996,2023,Estimated,2871,,123,11,0.090000000000000,0.75,Short Term,1689.814519378136538
6777,7187, ,256622,1,30, , , , ,25, , ,1:1||||,04_4079,11,0,4,61, ,256622011,NO ERROR,044079,04,061,4079,2034,04,{4FE7279B-E4CB-4BF5-ABD5-FD3EB1F8732A}, ,0, ,321.869450879999988,E 132ND ST from FIFTH AVE to PARK AVE,New york,E 132ND ST,0,0.2,Urban:Major Collector,40.810479999999998,-73.937979999999996,2023,Actual,4991,,260,5,0.090000000000000,0.74,Short Term,321.869445660458382
6778,7070, ,274866,1,30, , , ,Y,0,Y, ,1:0||||,04_3066,11,0,4,61, ,274866011,NO ERROR,043066,04,061,3066,2034,01,{B7CEBA0B-3F05-47DA-B04D-79920F1F15BB}, ,0, ,144.841222568000006,907V EXIT 10 AT from W 79TH ST EB (OFF) to 907V NB (ON),New york,907V EXIT 10 AT,0,0.09,Urban:Principal Arterial - Freeways & Expressways,40.784968999999997,-73.983483000000007,2023,Estimated,163,,4,1,0.080000000000000,1,Short Term,144.841187339359180
6779,7011, ,303437,1,30, , , , ,0,Y, ,1:0||||,04_2081,11,0,4,61, ,303437011,PARTIAL MATCH FOR THE TO-MEASURE,042081,04,061,2081,2034,04,{78016FBA-76DB-4FC3-ABC0-4D92E0B7C4BD}, ,0, ,395.821618179999973,WASHINGTON ST from HUBERT ST to CANAL ST,New york,WASHINGTON ST,0,0.25,Urban:Minor Arterial,40.723196000000002,-74.010397999999995,2023,Actual,1464,,88,7,0.090000000000000,1,Short Term,395.821618178664210
6780,7010, ,256696,1,30, , , , ,25, , ,1:1||||,04_2080,11,0,4,61, ,256696011,PARTIAL MATCH FOR THE TO-MEASURE,042080,04,061,2080,2034,04,{A3C3452F-CC3C-4F02-B466-0EF34FAA3CA7}, ,0, ,1128.642523559999972,E 96TH ST from FIFTH AVE to FDR DRIVE,New york,E 96TH ST,0,0.7,Urban:Minor Arterial,40.785539999999997,-73.950289999999995,2023,Estimated,18264,,1308,22,0.060000000000000,0.54,Short Term,1128.642523555027537
6781,7154, ,256575,1,30, , , , ,25, , ,1:1||||,04_4049,11,0,4,61, ,256575011,PARTIAL MATCH FOR THE TO-MEASURE,044049,04,061,4049,2034,04,{6BF84E44-2ECF-4278-B594-E70DF703997B}, ,0, ,795.213950253999997,CENTRAL PK N from F DOUGLAS CIR to FRAWLEY CIR,New york,CENTRAL PK N,0,0.49,Urban:Minor Arterial,40.799104999999997,-73.954575000000006,2023,Estimated,9480,,542,67,0.070000000000000,0.51,Short Term,795.213950256044882
6782,7009, ,256776,1,30, , , , ,25, , ,1:1||||,04_2079,11,0,4,61, ,256776011,NO ERROR,042079,04,061,2079,2034,04,{54F4746F-AA78-45E7-908A-23B2B8E73D8B}, ,0, ,1174.823485549999987,MULBERRY ST from BAYARD ST to BLEECKER ST,New york,MULBERRY ST,0.14,0.87,Urban:Minor Arterial,40.721449000000000,-73.996476000000001,2023,Actual,1366,,82,6,0.090000000000000,1,Short Term,1174.823431212766081
6783,7121, ,256528,1,30, , , , ,25,Y, ,2:0|3:0|||,04_4018,11,0,4,61, ,256528011,NO ERROR,044018,04,061,4018,2034,04,{B7B0D6F0-3154-4F07-949D-03FA86636BD0}, ,0, ,370.149899880000021,8TH AVE from HUDSON ST to W 13TH ST,New york,8TH AVE,0,0.2,Urban:Minor Arterial,40.737870999999998,-74.004457000000002,2023,Actual,11131,,691,11,0.060000000000000,1,Short Term,370.149862148764669
6784,7008, ,256706,1,30, , , , ,25,Y, ,1:0||||,04_2078,11,0,4,61, ,256706011,NO ERROR,042078,04,061,2078,2034,04,{EAD1B14C-8255-48B8-9A31-F456D70E35E7}, ,0, ,1190.180524729999888,ELIZABETH ST from BAYARD ST to BLEECKER ST,New york,ELIZABETH ST,0,0.74,Urban:Minor Arterial,40.721150000000002,-73.994709999999998,2023,Actual,1253,,44,0,0.070000000000000,1,Short Term,1190.180524726525846
